Survived,Pclass(1),Pclass(2),Pclass(3),Name('Mr'),Name('Mrs'),Name('Miss'),Name('Master'),Name('Other'),Sex,Age,Siblings/Spouses Aboard,Parents/Children Aboard,Fare
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.13056960499321676,0.0,0.0,0.13812422249761833
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.04600427124062826
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.08452715994809684
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.3010299956639812,0.0,0.04935408764997335
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.03610039245609108,0.3010299956639812,0.0,0.7563328408422555
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.058368820081034604,0.0,0.0,0.050526523393244135
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.2958907269331867,0.3010299956639812,0.0,0.17832201940975947
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.059717695590372495,0.0,0.0,0.5085583104187906
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.06777807790137137
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.0,0.0,0.051363977495580415
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.08452715994809684
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.5084464551417195,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.050330894114938386
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.201421514396061,0.3010299956639812,0.0,0.6003988869872413
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.060073500159877655
1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.21188129045386384,0.0,0.0,0.04600427124062826
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.0,0.0,0.08452715994809684
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.4126283670952559,0.6020599913279624,0.3010299956639812,0.16804947240886178
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.13056960499321676,0.3010299956639812,0.0,0.5566837828452879
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.04952157847044061
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6973848802159708,0.0,0.0,0.08787697635744193
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.5779494890352258,0.6989700043360189,0.47712125471966244,0.20771665840176265
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.2000726388867231,0.0,0.0,0.04801416108623532
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.34312533320174954,0.3010299956639812,0.0,0.17162238659106926
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.5070975796323816,0.0,0.47712125471966244,0.17329729479574182
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.06777807790137137
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.08333499872465391,0.0,0.0,0.07966992615454646
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.24730724515528596,0.3010299956639812,0.0,0.09426976599303612
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.27092454828956736,0.3010299956639812,0.0,0.10127624199482231
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.04516681713829199
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.045836780420161004
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.34312533320174954,0.47712125471966244,0.0,0.6003988869872413
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.10560342634959743,0.0,0.0,0.04952157847044061
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.12922072948387886,0.0,0.47712125471966244,0.09457660917613213
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.1778042112617796,0.3010299956639812,0.3010299956639812,0.34952577638513227
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5792983645445637,0.3010299956639812,0.0,0.17162238659106926
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.0,0.0,0.04600427124062826
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.011134213812471764,0.3010299956639812,0.3010299956639812,0.0675268416706705
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.7682367896188151,0.0,0.0,0.1753071846413489
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.3010299956639812,0.0,0.10529602168603644
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.2722734237989053,0.0,0.47712125471966244,0.1328482616528998
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.011134213812471764,0.0,0.47712125471966244,0.09957319533231127
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.201421514396061,0.0,0.0,0.5280428525453873
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.012483089321809655,0.0,0.0,0.5769501721218256
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.13056960499321676,0.0,0.0,3.429849455598414
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.48482915200743804,0.0,0.3010299956639812,0.17162238659106926
1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.6251840953037887,0.6989700043360189,0.47712125471966244,0.20771665840176265
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.5320637582760008,0.3010299956639812,0.3010299956639812,0.5310576873137979
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.24865612066462384,0.0,0.0,-0.002568066694875608
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.2000726388867231,0.0,0.0,0.04935408764997335
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.15418690812749816,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.6989700043360189,0.3010299956639812,0.2633236107968912
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.3010299956639812,0.0,0.04952157847044061
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.6737675770816894,0.0,0.3010299956639812,1.0255743347433675
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.13056960499321676,0.0,0.0,0.9061252412923763
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.20512055068452023
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.0,0.0,-0.002568066694875608
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.2722734237989053,0.0,0.3010299956639812,0.12807477326958305
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.1778042112617796,0.0,0.3010299956639812,0.19641102802022298
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.08333499872465391,0.0,0.0,0.04935408764997335
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.7918540927530966,0.3010299956639812,0.0,0.5197239184744197
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.36674263633603094,0.0,0.0,0.04935408764997335
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,-0.002568066694875608
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.530714882766663,0.6989700043360189,0.3010299956639812,0.1925587391494761
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.13056960499321676,0.3010299956639812,0.3010299956639812,0.1330994978836007
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.8390886990216594,0.0,0.0,0.04935408764997335
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.05005218938968087
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.0,0.0,0.06107844508268118
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.051363977495580415
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.650150273947408,0.0,0.0,0.17162238659106926
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.08333499872465391,0.0,0.0,0.055467502597028144
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.06107844508268118
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.050330894114938386
1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.2958907269331867,0.0,0.0,0.08452715994809684
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.1764553357524417,0.0,0.0,0.04935408764997335
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.08198612321531602,0.0,0.0,0.5256979810588457
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.24730724515528596,0.3010299956639812,0.0,0.6076291307251718
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.15418690812749816,0.0,0.0,0.08368970584576056
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.12922072948387886,0.0,0.0,0.05672368375053256
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.0,0.0,0.050330894114938386
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.18315111474547136
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.14102938105101956,0.0,0.0,0.0458649188779995
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.64880139843807,0.3010299956639812,0.47712125471966244,1.0127612869776226
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.4139772426045938,0.0,0.0,0.2017707342751751
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.48482915200743804,0.0,0.3010299956639812,1.6557304082935749
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.22368994202100453,0.0,0.0,0.04935408764997335
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.47712125471966244,0.0,0.15319839633967125
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,-0.002568066694875608
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.3903599394703124,0.0,0.0,0.08017239861594821
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.051363977495580415
1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.674308085823094,0.3010299956639812,0.47712125471966244,1.0127612869776226
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.2958907269331867,0.0,0.0,0.7403093290297942
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.2945418514238488,0.3010299956639812,0.0,0.727021947260486
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.3010299956639812,0.0,0.1582231209536889
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.012483089321809655,0.0,0.0,0.37883666996690185
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.12922072948387886,0.0,0.0,0.5545620091316087
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.27092454828956736,0.47712125471966244,0.47712125471966244,1.7552480941089628
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.08198612321531602,0.3010299956639812,0.3010299956639812,0.17162238659106926
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.050330894114938386
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3195080300674681,0.3010299956639812,0.3010299956639812,0.17329729479574182
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.08198612321531602,0.0,0.0,0.05005218938968087
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.12922072948387886,0.3010299956639812,0.0,0.17162238659106926
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5792983645445637,0.0,0.0,0.09122679276678702
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.03610039245609108,0.0,0.47712125471966244,1.101978287334274
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.24865612066462384,0.3010299956639812,0.3010299956639812,0.8985325474189547
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.04600427124062826
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.050330894114938386
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.012483089321809655,0.0,0.0,0.08017239861594821
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.1764553357524417,0.3010299956639812,0.3010299956639812,0.19172128504713984
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.9542425094393249,0.47712125471966244,0.463391395845027
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.15418690812749816,0.0,0.0,0.9061252412923763
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.7446194864845337,0.0,0.0,0.03922089301170444
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.15418690812749816,0.0,0.0,0.08452715994809684
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.03610039245609108,0.3010299956639812,0.3010299956639812,0.13494189690874048
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.3181591545581302,0.0,0.3010299956639812,0.3858712844265265
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.034751516946753186,0.47712125471966244,0.0,0.15319839633967125
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.37855128790317166,0.0,0.0,0.18837146863779475
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.201421514396061,0.0,0.3010299956639812,1.0255743347433675
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.47712125471966244,0.0,0.11802532404154777
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.2958907269331867,0.3010299956639812,0.0,0.892837859523068
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.050330894114938386
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.3010299956639812,0.0,0.44362747902989086
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.2722734237989053,0.0,0.0,0.8985325474189547
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.36674263633603094,0.0,0.0,0.051363977495580415
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.36674263633603094,0.0,0.0,0.23526889836862608
1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.64880139843807,0.3010299956639812,0.3010299956639812,0.17162238659106926
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.12922072948387886,0.6020599913279624,0.47712125471966244,1.7594353646206442
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.08452715994809684
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.0,0.0,0.08452715994809684
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.15418690812749816,0.0,0.0,0.08452715994809684
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.12922072948387886,0.0,0.0,0.08452715994809684
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.24865612066462384,0.0,0.0,0.08452715994809684
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.10695230185893533,0.3010299956639812,0.0,0.10529602168603644
1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.6251840953037887,0.3010299956639812,0.3010299956639812,0.10395609512229839
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.2958907269331867,0.0,0.0,0.055467502597028144
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.0,0.059236046057541375
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3195080300674681,0.0,0.0,0.23191908195928096
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3417764576924116,0.3010299956639812,0.3010299956639812,0.0458649188779995
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.3010299956639812,0.0,0.11668539747780973
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.0,0.045836780420161004
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.06107844508268118
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.1764553357524417,0.0,0.3010299956639812,0.3659117383330847
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.201421514396061,0.0,0.0,0.08452715994809684
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.1764553357524417,0.0,0.0,0.050219680210148124
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.15283803261816029,0.0,0.0,0.050219680210148124
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.24865612066462384,0.3010299956639812,0.6989700043360189,0.18435168894658063
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.3010299956639812,0.0,0.18315111474547136
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.36674263633603094,0.0,0.3010299956639812,0.09426976599303612
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.13056960499321676,0.0,0.0,0.04466434467689022
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.3010299956639812,0.0,0.10127624199482231
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.04600427124062826
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.7210021833502522,0.3010299956639812,0.0,0.501579302911561
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.13056960499321676,0.0,0.0,0.0458649188779995
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.1764553357524417,0.0,0.0,0.04935408764997335
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.12922072948387886,0.0,0.0,0.4617164876403544
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.3010299956639812,0.0,0.3688709661491002
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.3010299956639812,0.0,0.040951408168772116
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.051363977495580415
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.9061252412923763
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.6251840953037887,0.6020599913279624,0.3010299956639812,0.1386266949590201
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.10560342634959743,0.3010299956639812,0.0,0.5479461217231522
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.1764553357524417,0.0,0.0,0.04600427124062826
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.47712125471966244,1.4144042744580991
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.0,0.0,0.024314209990118775
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.04952157847044061
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.2958907269331867,0.0,0.0,1.5217658903776095
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.6724187015723515,0.0,0.47712125471966244,0.10289554324709974
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.059717695590372495,0.0,0.0,0.050526523393244135
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.13056960499321676,0.3010299956639812,0.0,0.34581283987701417
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.050330894114938386
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.0,0.0,0.4898549454788532
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.6724187015723515,0.7781512503836436,0.47712125471966244,0.3116447125016942
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.15418690812749816,0.0,0.0,0.08452715994809684
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.049214735287344595
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.2945418514238488,0.0,0.0,0.07782752712940666
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.15418690812749816,0.3010299956639812,0.47712125471966244,0.801387871547947
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.04966093083306936
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.47712125471966244,0.0,0.050526523393244135
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.15283803261816029,0.3010299956639812,0.0,0.7563328408422555
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.12922072948387886,0.0,0.47712125471966244,0.10931580137725053
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.04966093083306936
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.03610039245609108,0.0,0.0,0.05005218938968087
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3903599394703124,0.0,0.0,0.17162238659106926
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.15283803261816029,0.0,0.0,0.06777807790137137
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.034751516946753186,0.0,0.0,0.08218228846155527
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.22503881753034244,0.0,0.0,0.050526523393244135
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.08198612321531602,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.2000726388867231,0.3010299956639812,0.0,0.06325582574875549
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.3010299956639812,0.0,0.10362111348136388
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.22368994202100453,0.0,0.0,0.055467502597028144
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.10695230185893533,0.3010299956639812,0.0,0.13812422249761833
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.5084464551417195,0.0,0.0,0.04935408764997335
1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.6251840953037887,0.3010299956639812,0.3010299956639812,0.12305004865556542
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.04952157847044061
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.6251840953037887,0.6020599913279624,0.3010299956639812,0.16804947240886178
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.2958907269331867,0.0,0.0,0.050330894114938386
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.04338002506554731
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.08333499872465391,0.3010299956639812,0.0,0.6003988869872413
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,-0.002568066694875608
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.34312533320174954,0.0,0.0,0.050526523393244135
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.059717695590372495,0.0,0.0,0.051363977495580415
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.10695230185893533,0.3010299956639812,0.3010299956639812,0.2151699999125555
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.27092454828956736,0.0,0.47712125471966244,0.08452715994809684
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.08452715994809684
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.4598629733638187,0.0,0.47712125471966244,0.1592280658764924
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.04924220378190122
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.050191541752309624
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.034751516946753186,0.3010299956639812,0.3010299956639812,0.0939066458942631
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.3010299956639812,0.3010299956639812,0.1328482616528998
